,plant_id,name,scientific_name,soil_moisture,temperature,recording_taken,last_watered,botanist_name,botanist_email,botanist_phone,origin_city,origin_country,origin_latitude,origin_longitude,image_license_url,image_original_url,image_thumbnail
29,31,Sansevieria Trifasciata,Sansevieria trifasciata,94.74724320517929,15.195759932536603,2026-01-27T16:12:11.767827,2026-01-27T14:44:18,Tara Shannon,tara.shannon@lnhm.co.uk,001-212-276-0013x63686,South Haley,China,-54.5020945,-127.026269,https://creativecommons.org/publicdomain/zero/1.0/,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151116Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=2edd7ec9287bef60b4fccbb67940fc7323d2e661ebda96a706fb32bd78b82e55,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151116Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=2edd7ec9287bef60b4fccbb67940fc7323d2e661ebda96a706fb32bd78b82e55
30,32,Philodendron Hederaceum,Philodendron hederaceum,94.60202406307978,22.87975071220928,2026-01-27T16:12:12.018065,2026-01-27T14:35:13,Jessica Benson,jessica.benson@lnhm.co.uk,(987)435-8129,Joanmouth,Armenia,-35.3487675,-80.319921,https://creativecommons.org/publicdomain/zero/1.0/,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151323Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=e10dd126b75e49184cfcfb5415ad5f3786c0a1c46ac7bc2eec5d3c80eebc3010,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151323Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=e10dd126b75e49184cfcfb5415ad5f3786c0a1c46ac7bc2eec5d3c80eebc3010
31,33,Schefflera Arboricola,Schefflera arboricola,89.72313774238228,13.995943834080334,2026-01-27T16:12:12.841829,2026-01-27T13:06:43,Adam Norman,adam.norman@lnhm.co.uk,001-769-826-0298,New Thomastown,Ethiopia,23.490859,-19.275947,https://creativecommons.org/publicdomain/zero/1.0/,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T155820Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=e4e24c59400032701cbf567d663b42a6197d307081978c6e3a1bc23edfd1baf5,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T155820Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=e4e24c59400032701cbf567d663b42a6197d307081978c6e3a1bc23edfd1baf5
32,34,Aglaonema Commutatum,Aglaonema commutatum,88.96067531765834,15.077024071694947,2026-01-27T16:12:12.976324,2026-01-27T13:00:30,James Eaton,james.eaton@lnhm.co.uk,+1-992-447-3474,Michaelborough,Bouvet Island (Bouvetoya),-23.513493,91.272237,https://creativecommons.org/licenses/by/2.0/,https://s3.us-central-1.wasabisys.com/perenual/species_image/625_aglaonema_commutatum/og/24798632751_3a039ecbc6_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151258Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=e47539c9fb88ee5b6d249d8ae0ef5d680f515932640ab763775ba65eacf8c26a,https://s3.us-central-1.wasabisys.com/perenual/species_image/625_aglaonema_commutatum/thumbnail/24798632751_3a039ecbc6_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151258Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=10551cf476c6a21b1fff6fede9db538a2e591ee8bce68bd382d6ac86d3deaf42
33,35,Monstera Deliciosa,Monstera deliciosa,95.24260207741935,15.640651048171485,2026-01-27T16:12:13.776751,2026-01-27T14:46:12,Tara Quinn,tara.quinn@lnhm.co.uk,726-719-8082,New Shanechester,Tuvalu,-60.291449,-12.594265,https://creativecommons.org/publicdomain/zero/1.0/,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151719Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=1a50ec0df1139ecb7127c3ee9891742441b6b5c2d68a57c896674ead48df0255,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151719Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=1a50ec0df1139ecb7127c3ee9891742441b6b5c2d68a57c896674ead48df0255
34,36,Tacca Integrifolia,Tacca integrifolia,90.79195642275671,15.656092613087052,2026-01-27T16:12:14.895112,2026-01-27T13:26:21,Jacob Santos,jacob.santos@lnhm.co.uk,(462)367-2126,Port Jason,Singapore,50.7844445,177.490752,https://creativecommons.org/publicdomain/zero/1.0/,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151302Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=9055d9c76d02aaf72d33a55597bf1edf708515493d519f2afe3e53f8189ea854,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151302Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=9055d9c76d02aaf72d33a55597bf1edf708515493d519f2afe3e53f8189ea854
35,37,Psychopsis Papilio,,93.28441273289597,12.797568865880958,2026-01-27T16:12:15.531619,2026-01-27T14:12:50,Regina Payne,regina.payne@lnhm.co.uk,(400)246-5288x36436,New Diana,French Guiana,15.4607085,-46.580627,,,
36,38,Saintpaulia Ionantha,Saintpaulia ionantha,90.61967699709584,13.512123921605474,2026-01-27T16:12:15.873666,2026-01-27T13:30:46,Andrea Cook,andrea.cook@lnhm.co.uk,931-621-4485x063,Schmidtfurt,Cook Islands,-24.459428,-132.113354,https://creativecommons.org/publicdomain/zero/1.0/,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151304Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=ca98910553db1122ec73667b09f54542bbec6d0e96ca3f2cea94f51ef3d3d87a,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151304Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=ca98910553db1122ec73667b09f54542bbec6d0e96ca3f2cea94f51ef3d3d87a
37,39,Gaillardia,Gaillardia aestivalis,92.71014344878957,106.5219171247293,2026-01-27T16:12:17.305941,2026-01-27T14:01:48,Jimmy Rhodes,jimmy.rhodes@lnhm.co.uk,+1-477-347-7068,South Erik,Malta,39.852798,-22.673609,https://creativecommons.org/publicdomain/zero/1.0/,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T091034Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=e12c6274f76dee25e8cf91680112a3bcd365dcf8580217c0605d68c721672713,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T091034Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=e12c6274f76dee25e8cf91680112a3bcd365dcf8580217c0605d68c721672713
38,40,Amaryllis,Hippeastrum (group),94.24851578578024,14.361934463745504,2026-01-27T16:12:18.857408,2026-01-27T14:28:30,Briana Deleon,briana.deleon@lnhm.co.uk,605-468-2269x187,Greentown,Gibraltar,-19.2927425,-101.687203,https://creativecommons.org/publicdomain/zero/1.0/,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T152749Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=5ec9469caa7ea6592b85595ad12c71411bfd6d33c9454ccc80f6ca21ef4c5d2a,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T152749Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=5ec9469caa7ea6592b85595ad12c71411bfd6d33c9454ccc80f6ca21ef4c5d2a
39,41,Caladium Bicolor,Caladium bicolor,92.94727965047619,12.487390871025607,2026-01-27T16:12:19.356371,2026-01-27T14:08:54,Charles Hall,charles.hall@lnhm.co.uk,7126105026,Lake Christopherberg,Montenegro,24.7269645,-7.878364,https://creativecommons.org/licenses/by/2.0/,https://s3.us-central-1.wasabisys.com/perenual/species_image/1457_caladium_bicolor/og/25575875658_d782fb76f1_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151308Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=95c493015e6ee49c057fb1495e20311509cb6629aceefc40fbc581eea0528b76,https://s3.us-central-1.wasabisys.com/perenual/species_image/1457_caladium_bicolor/thumbnail/25575875658_d782fb76f1_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151308Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=84e99ef918a9538e44c06b2bff7844e93c5e67c3be8b8cf93349e4dbb8246ce8
40,42,Chlorophytum Comosum,Chlorophytum comosum 'Vittatum',95.68263978028169,13.10491445592104,2026-01-27T16:12:19.988638,2026-01-27T14:55:42,Dan Skinner,dan.skinner@lnhm.co.uk,361.810.9443,Davidfurt,Russian Federation,-79.460413,77.002058,https://creativecommons.org/licenses/by-sa/3.0/deed.en,https://s3.us-central-1.wasabisys.com/perenual/species_image/1847_chlorophytum_comosum_vittatum/og/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T152347Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=8c5d548d110d4473eed51bd0ee462b5076a78a28db68e8a3932e7435e8a0f51f,https://s3.us-central-1.wasabisys.com/perenual/species_image/1847_chlorophytum_comosum_vittatum/thumbnail/2560px-Chlorophytum_comosum_27Vittatum27_kz02.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T152347Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=5f9e25663bdda805c5f9ad40d8b4458fcc79ece4eb3d8c0eab6d6b5692ae283f
41,43,,,,,,,,,,,,,,,,
42,44,Araucaria Heterophylla,Araucaria heterophylla,92.40155741165587,14.832868453940973,2026-01-27T16:12:20.916442,2026-01-27T13:55:27,Ariel English,ariel.english@lnhm.co.uk,549-638-9648x56913,Davidshire,Niue,55.3241195,145.548092,https://creativecommons.org/licenses/by/2.0/,https://s3.us-central-1.wasabisys.com/perenual/species_image/917_araucaria_heterophylla/og/49833684212_2aff9d7b3c_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151730Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=acc5a0792b4ce6a6adb2e345c9b5bd34abd499a24209febf20fc7e4f2ca529e0,https://s3.us-central-1.wasabisys.com/perenual/species_image/917_araucaria_heterophylla/thumbnail/49833684212_2aff9d7b3c_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151730Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=efcebbc68c0f227473a8fc74e8b0338675f2d2617bb3510d3f1cd46302bc91bd
43,45,Begonia,Begonia 'Art Hodes',89.78960532041587,15.923574347368273,2026-01-27T16:12:21.597576,2026-01-27T13:12:19,Amber Ross,amber.ross@lnhm.co.uk,(768)410-3898x704,Davidchester,Iran,-60.5574125,-66.633609,,,
44,46,Medinilla Magnifica,Medinilla magnifica,92.45175402777778,14.613313480928383,2026-01-27T16:12:22.105655,2026-01-27T13:56:30,Casey Hayden,casey.hayden@lnhm.co.uk,001-318-520-0734x47289,New Lori,Malta,52.915803,-138.082562,https://creativecommons.org/publicdomain/zero/1.0/,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T152757Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=5e538a065bb1b076c9b123baf0c40bc109ce6b8a628eb09b74b24db863c2ef25,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T152757Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=5e538a065bb1b076c9b123baf0c40bc109ce6b8a628eb09b74b24db863c2ef25
45,47,Calliandra Haematocephala,Calliandra haematocephala,89.28956987571428,14.848012761136708,2026-01-27T16:12:23.301090,2026-01-27T14:07:26,Amy Yu,amy.yu@lnhm.co.uk,606-477-9194,South Michael,Wallis and Futuna,28.275200,-60.488715,https://creativecommons.org/licenses/by/2.0/,https://s3.us-central-1.wasabisys.com/perenual/species_image/1477_calliandra_haematocephala/og/52063600268_834ebc0538_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151314Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=a3fdd9103a282217df186a2fe7afcdf0b89328ad25449d50d7b9f7949a6dad46,https://s3.us-central-1.wasabisys.com/perenual/species_image/1477_calliandra_haematocephala/thumbnail/52063600268_834ebc0538_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151314Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=61d20bdb7fd8fe07de003b10301037d600480321fe47756890e617cc0f4942ad
46,48,Zamioculcas Zamiifolia,Zamioculcas zamiifolia,91.76072540150093,17.090850777783942,2026-01-27T16:12:24.066726,2026-01-27T13:46:01,Donna Baxter,donna.baxter@lnhm.co.uk,(899)415-2737x4627,New Laurafurt,Russian Federation,73.4670145,85.125030,https://creativecommons.org/publicdomain/zero/1.0/,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151735Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=eedafcc14c6a1f0708b8da4ffef576b6fc60952e6af08051b1facd7e3629a6b5,https://s3.us-central-1.wasabisys.com/perenual/image/upgrade_access.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151735Z&X-Amz-SignedHeaders=host&X-Amz-Expires=3600&X-Amz-Signature=eedafcc14c6a1f0708b8da4ffef576b6fc60952e6af08051b1facd7e3629a6b5
47,49,Crassula Ovata,Crassula ovata,92.21990917378918,12.807179284555346,2026-01-27T16:12:24.435644,2026-01-27T13:55:52,Crystal Goodman,crystal.goodman@lnhm.co.uk,585-264-3806x2321,Amandahaven,Saint Helena,54.8268295,-101.575928,https://creativecommons.org/licenses/by/2.0/,https://s3.us-central-1.wasabisys.com/perenual/species_image/2193_crassula_ovata/og/33253726791_980c738a1e_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151316Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=b8f309810e027f4630cbd4e1a98b38ada1e199a2aa3c2cc4837ffc72d33fdc2d,https://s3.us-central-1.wasabisys.com/perenual/species_image/2193_crassula_ovata/thumbnail/33253726791_980c738a1e_b.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T151316Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=66aaebd5366a49b4d9eb46ab78055733ff46e8f6eba13ac7bd165d72dcaf23d2
48,50,Epipremnum Aureum,Epipremnum aureum,95.40139724712644,14.616181356709342,2026-01-27T16:12:24.941279,2026-01-27T14:52:24,Gina Meyer,gina.meyer@lnhm.co.uk,+1-414-616-0457x430,North Joshuatown,Montenegro,-73.7987385,-22.615264,https://creativecommons.org/licenses/by-sa/3.0/deed.en,https://s3.us-central-1.wasabisys.com/perenual/species_image/2773_epipremnum_aureum/og/2560px-Epipremnum_aureum_31082012.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T091546Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=785fc06acf751b96b6ac6f5f98301cbee2d211eb453803b7a5cb7b4cc1f188cd,https://s3.us-central-1.wasabisys.com/perenual/species_image/2773_epipremnum_aureum/thumbnail/2560px-Epipremnum_aureum_31082012.jpg?X-Amz-Content-Sha256=UNSIGNED-PAYLOAD&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=0MPGHU7CIPXNPMVWMXUW%2F20260126%2Fus-central-1%2Fs3%2Faws4_request&X-Amz-Date=20260126T091546Z&X-Amz-SignedHeaders=host&X-Amz-Expires=86400&X-Amz-Signature=b85c3af4d507cae46b7f4bf32396dc8f247c6d98f104903733e26346cadd87af
